year,region,region_oktmo,city,city_oktmo,air_general_level,air_standard_index,air_repeatability,air_qcp,air_solid_emissions,air_so_emissions,air_no_emissions,air_co_emissions,air_population,air_stantions
2008,Ростовская область,60000000,РОСТОВ-НА-ДОНУ,60701000,3,HF,No substance,"ВВ, БП, Ф HF, NO2, Cажа",1.7,1.9,29.9,89.8,1051.3,7
2008,Ростовская область,60000000,ТАГАНРОГ,60737000,3,No substance,No substance,"БП, ВВ, СО, NO2, Ф",1.0,0.4,6.5,18.0,264.4,1
2008,Ростовская область,60000000,ЦИМЛЯНСК,60657101,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,15.8,1
2008,Ростовская область,60000000,ШАХТЫ,60740000,2,No substance,No substance,"ВВ, БП, NO2",1.1,0.7,4.5,14.5,249.1,1
2008,Рязанская область,61000000,РЯЗАНЬ,61701000,2,No substance,No substance,БП,1.6,11.4,20.7,52.5,515.9,4
2008,Самарская область,36000000,ЖИГУЛЕВСК,36704000,1,No substance,No substance,"NH3, NO2",4.9,0.1,1.4,2.2,61.5,1
2008,Самарская область,36000000,НОВОКУЙБЫШЕВСК,36713000,3,No substance,No substance,"БП, Ф, NO2",0.8,6.6,5.8,12.9,113.6,3+1
2008,Самарская область,36000000,ОТРАДНЫЙ,36724000,3,No substance,No substance,"Ф, HF, Фенол",-1.0,-1.0,-1.0,-1.0,48.6,1
2008,Самарская область,36000000,САМАРА,36701000,3,No substance,29 Ксилол (ст.93),"Ф, БП, NH3",2.3,9.6,37.9,101.2,1139.0,16+3
2008,Самарская область,36000000,СЫЗРАНЬ,36735000,4,H2S,No substance,"БП, Ф, Cажа, NO2",1.3,12.4,4.9,12.8,180.6,4+1
2008,Самарская область,36000000,ТОЛЬЯТТИ,36740000,3,No substance,No substance,"Ф, БП, NH3, NO2",4.4,1.6,26.2,63.3,718.0,7
2008,Самарская область,36000000,ЧАПАЕВСК,36750000,3,No substance,No substance,"Ф, БП, NO2",0.42,0.12,1.9,4.9,73.0,3
2008,Санкт-Петербург,40000000,САНКТ-ПЕТЕРБУРГ,40000000,3,No substance,64 NH3 (ст.12) 27 ЭБ (ст.4),"NH3, NO2, БП, Ф",4.1,15.8,129.2,357.7,4571.2,10+4
2008,Саратовская область,63000000,БАЛАКОВО,63607101,4,No substance,No substance,"Ф, БП, Фенол, NO2",2.1,5.2,6.6,7.9,199.1,3
2008,Саратовская область,63000000,БОЛЬШАЯ САКМА,00000000,-9,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,0.74,1
2008,Саратовская область,63000000,ГОРНЫЙ,63632420,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,7.3,1
2008,Саратовская область,63000000,ОКТЯБРЬСКИЙ,63608448,1,CO,No substance,No substance,-1.0,-1.0,-1.0,-1.0,1.9,1
2008,Саратовская область,63000000,РУКОПОЛЬ,63624440,-9,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,-1.0,1
2008,Саратовская область,63000000,САРАТОВ,63701000,4,No substance,No substance,"Ф, Фенол, БП, NO2",31.5,12.1,32.1,35.7,850.1,6
2008,Саратовская область,63000000,СМИРНОВСКИЙ,63624151,-9,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,-1.0,1
2008,Сахалинская область,64000000,АЛЕКСАНДРОВСК-САХАЛИНСКИЙ,64704000,1,No substance,No substance,Cажа,3.8,0.3,0.4,2.5,12.2,2
2008,Сахалинская область,64000000,КОРСАКОВ,64716000,3,ВВ,"79,9 ВВ, 33,2 Cажа (ст.3)","Cажа, ВВ",2.8,0.6,1.8,6.2,35.9,2
2008,Сахалинская область,64000000,НОВОАЛЕКСАНДРОВСК,07726000,3,Cажа,"52,2 ВВ (ст.1)","Cажа, NO2, ВВ",0.6,0.2,0.2,0.7,10.7,1
2008,Сахалинская область,64000000,ОХА,64736000,1,No substance,No substance,NO2,0.5,0.1,1.4,3.7,27.2,1
2008,Сахалинская область,64000000,ПОРОНАЙСК,64740000,3,No substance,No substance,"Cажа, NO2",10.9,5.7,2.7,3.4,17.4,2
2008,Сахалинская область,64000000,ЮЖНО-САХАЛИНСК,64701000,4,Cажа,"84,4 ВВ (ст.4), 39,7 Cажа (ст.1)","NO2, Ф, NO, БП, ВВ, Cажа",8.2,7.1,10.7,24.9,181.2,4
2008,Свердловская область,65000000,ЕКАТЕРИНБУРГ,65701000,4,"ЭБ, Рb",No substance,"БП, Ф, ЭБ, NH3, NO2",4.1,3.1,55.9,161.4,1298.0,8
2008,Свердловская область,65000000,КАМЕНСК-УРАЛЬСКИЙ,65740000,3,No substance,No substance,"NO2, ВВ, БП, тв.HF",22.8,8.2,7.8,32.1,186.0,2
2008,Свердловская область,65000000,КРАСНОТУРЬИНСК,65745000,3,No substance,No substance,"Ф, БП, тв.HF",30.9,5.3,6.0,22.2,65.0,2
2008,Свердловская область,65000000,НИЖНИЙ ТАГИЛ,65751000,4,ЭБ,No substance,"ЭБ, Ф, БП, Фенол, NH3, NO2",17.7,36.1,19.9,144.9,390.0,4
2008,Свердловская область,65000000,ПЕРВОУРАЛЬСК,65753000,3,No substance,"41,1 NO2 (ст.2)","ВВ, БП, NO2, NO, HF",1.9,0.4,4.5,12.3,133.0,2
2008,Смоленская область,66000000,СМОЛЕНСК,66701000,2,No substance,No substance,"БП, ВВ",7.1,0.3,3.4,1.2,318.0,2+1
2008,Ставропольский край,07000000,КИСЛОВОДСК,07715000,1,No substance,No substance,ВВ,0.1,0.2,3.5,10.6,118.9,1
2008,Ставропольский край,07000000,МИНЕРАЛЬНЫЕ ВОДЫ,07721000,1,No substance,No substance,БП,0.1,0.1,2.4,4.7,80.0,1
2008,Ставропольский край,07000000,НЕВИННОМЫССК,07724000,1,No substance,No substance,БП,2.0,0.6,9.9,13.3,137.1,2
2008,Ставропольский край,07000000,ПЯТИГОРСК,07727000,1,No substance,No substance,БП,0.2,0.5,6.3,18.8,132.2,1
2008,Ставропольский край,07000000,СТАВРОПОЛЬ,07701000,3,No substance,No substance,"БП, Ф",0.5,0.7,12.1,37.7,366.6,4
2008,Тамбовская область,68000000,ТАМБОВ,68701000,3,No substance,No substance,"ВВ, БП, NO2",0.8,0.9,12.4,31.9,282.0,3+1
2008,Тверская область,28000000,ТВЕРЬ,28701000,3,No substance,No substance,"ВВ, БП, Ф NO2",1.0,1.6,2.3,2.6,405.5,1
2008,Томская область,69000000,ТОМСК,69701000,3,No substance,No substance,"БП, Ф",4.5,2.3,13.4,70.0,493.0,6
2008,Тульская область,70000000,НОВОМОСКОВСК,70724000,3,No substance,No substance,"БП, Ф",2.5,1.1,5.7,12.7,126.2,3
2008,Тульская область,70000000,ТУЛА,70701000,3,No substance,"40,1 Ф (ст.5)","БП, Ф",4.9,2.1,13.1,82.4,504.0,5
2008,Тульская область,70000000,ЯСНАЯ ПОЛЯНА,70648408,3,"Ф, NO2","30,1 Ф (ст.1), 27,4 Метиловый спирт (ст.2)","Метиловый спирт, Ф",0.8,1.3,4.5,7.8,1.3,2
2008,Тюменская область,71000000,ТОБОЛЬСК,71710000,1,No substance,No substance,Ф,0.3,0.1,3.0,3.3,104.2,3
2008,Тюменская область,71000000,ТЮМЕНЬ,71701000,4,No substance,"28,2 Ф (ст.10)","ВВ, Ф, БП, NO2, NO",1.1,0.2,5.4,4.1,578.3,5
2008,Удмуртская Республика,94000000,ИЖЕВСК,94701000,3,No substance,No substance,"Ф, БП",4.2,2.1,23.1,55.6,645.4,4+2
2008,Ульяновская область,73000000,УЛЬЯНОВСК,73701000,3,No substance,No substance,"Фенол, Ф, БП, NO2",1.7,0.4,4.0,2.4,632.7,4
2008,Хабаровский край,08000000,КОМСОМОЛЬСК-НА-АМУРЕ,08709000,3,No substance,"21,7 ВВ (ст.9)","ВВ, БП, Ф",3.9,2.7,9.5,20.2,272.0,4+2
2008,Хабаровский край,08000000,НИКОЛАЕВСК-НА-АМУРЕ,08631101,1,No substance,"21,2 ВВ (ст.1)","NO2, ВВ",0.9,3.4,1.7,3.3,25.4,1
2008,Хабаровский край,08000000,ХАБАРОВСК,08701000,3,No substance,No substance,"Ф, БП, ВВ, CO, NO2",17.5,15.3,27.0,52.7,577.8,4
2008,Хабаровский край,08000000,ЧЕГДОМЫН,08614151,3,No substance,No substance,"ВВ, Ф, БП",7.9,0.8,0.2,5.0,14.5,1
2008,Ханты-Мансийский автономный округ — Югра,71800000,БЕЛОЯРСКИЙ,71811151,4,No substance,No substance,Ф,0.02,0.004,2.7,3.0,20.0,1
2008,Ханты-Мансийский автономный округ — Югра,71800000,БЕРЕЗОВО,71812000,3,No substance,No substance,Ф,0.3,0.1,5.3,8.7,6.8,1
2008,Ханты-Мансийский автономный округ — Югра,71800000,НЕФТЕЮГАНСК,71874000,2,No substance,No substance,Ф,0.04,0.05,0.3,0.3,114.7,1
2008,Ханты-Мансийский автономный округ — Югра,71800000,НИЖНЕВАРТОВСК,71875000,2,No substance,No substance,Ф,2.1,0.5,10.9,12.5,242.0,2
2008,Ханты-Мансийский автономный округ — Югра,71800000,РАДУЖНЫЙ,71877000,3,No substance,No substance,Ф,0.004,0.006,0.14,0.3,47.8,1
2008,Ханты-Мансийский автономный округ — Югра,71800000,СУРГУТ,71876000,3,No substance,No substance,"Ф, БП",0.8,0.3,36.7,18.5,289.8,2
2008,Ханты-Мансийский автономный округ — Югра,71800000,ХАНТЫ-МАНСИЙСК,71871000,2,No substance,No substance,Ф,0.03,0.02,0.15,0.46,63.2,1
2008,Челябинская область,75000000,ЗЛАТОУСТ,75712000,3,No substance,No substance,"Ф, NO2, ВВ, БП",1.4,0.3,1.9,4.2,192.8,2
2008,Челябинская область,75000000,КАРАБАШ,75715000,4,Pb,No substance,Pb,0.2,14.3,0.1,2.3,15.8,1
2008,Челябинская область,75000000,МАГНИТОГОРСК,75738000,4,"БП, ЭБ",No substance,"БП, Ф, ВВ, ЭБ, NO2",25.8,27.8,21.4,181.8,409.0,5
2008,Челябинская область,75000000,ЧЕЛЯБИНСК,75701000,4,ЭБ,No substance,"БП, Ф, ЭБ, NO2",35.6,11.8,44.3,163.9,1092.2,8
2008,Чувашская Республика,97000000,НОВОЧЕБОКСАРСК,97710000,3,No substance,No substance,"БП, Ф",0.03,0.4,2.9,8.4,126.0,2
2008,Чувашская Республика,97000000,ЧЕБОКСАРЫ,97701000,3,No substance,No substance,"БП, Ф",0.1,0.9,9.9,34.1,441.3,4
2008,Ямало-Ненецкий автономный округ,71900000,САЛЕХАРД,71951000,3,No substance,No substance,"БП, Ф",0.2,0.5,2.9,3.2,40.5,1
2008,Ярославская область,78000000,ПЕРЕСЛАВЛЬ-ЗАЛЕССКИЙ,78705000,1,No substance,No substance,No substance,0.02,0.04,0.1,0.3,42.4,1
2008,Ярославская область,78000000,РЫБИНСК,78715000,1,No substance,No substance,БП,0.4,0.3,0.7,0.7,213.0,2
2008,Ярославская область,78000000,ЯРОСЛАВЛЬ,78701000,2,No substance,No substance,"БП, NO2",2.8,12.4,23.0,51.6,604.0,5
2009,Алтайский край,01000000,БАРНАУЛ,01701000,3,No substance,No substance,"NO2, Ф, БП",22.0,14.1,21.3,72.5,647.7,5+1
2009,Алтайский край,01000000,БИЙСК,01705000,3,No substance,"21,1 CO (ст.5)","NO2, Ф, БП, Cажа",6.7,8.6,8.6,33.4,221.5,3
2009,Алтайский край,01000000,ЗАРИНСК,01706000,3,No substance,No substance,"NO2,Фенол, Ф",2.8,5.1,3.5,21.3,49.7,1
2009,Амурская область,10000000,БЛАГОВЕЩЕНСК,10701000,4,No substance,No substance,"БП, Ф",8.1,7.1,9.7,26.2,211.8,1
2009,Амурская область,10000000,ЗЕЯ,10712000,3,No substance,No substance,Ф,0.4,0.4,1.0,3.6,26.8,1+эп
2009,Амурская область,10000000,ТЫНДА,10732000,1,No substance,No substance,БП,3.3,1.1,2.1,5.4,37.9,1
2009,Архангельская область,11000000,АРХАНГЕЛЬСК,11701000,2,No substance,No substance,Ф,6.4,40.2,12.3,35.4,354.4,3
2009,Архангельская область,11000000,КОРЯЖМА,11708000,1,No substance,No substance,БП,3.6,1.3,5.4,5.8,42.8,1
2009,Архангельская область,11000000,НОВОДВИНСК,11715000,2,No substance,No substance,Ф,11.6,11.7,4.9,6.3,42.1,2
2009,Архангельская область,11000000,СЕВЕРОДВИНСК,11730000,2,No substance,"27,6 БП (ст.1)","Ф, БП",13.8,56.9,10.5,12.6,191.9,2
2009,Астраханская область,12000000,АКСАРАЙСКИЙ,12630404,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,-1.0,1+1
2009,Астраханская область,12000000,АСТРАХАНЬ,12701000,3,No substance,No substance,"Ф, БП",1.0,0.9,13.4,49.2,501.3,4
2009,Астраханская область,12000000,БУЗАН,12630412,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,-1.0,1
2009,Астраханская область,12000000,ДОСАНГ,12630406,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,-1.0,1+1
2009,Астраханская область,12000000,КОМСОМОЛЬСКИЙ,12630406,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,-1.0,1
2009,Астраханская область,12000000,НАРИМАНОВ,12640101,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,-1.0,1
2009,Астраханская область,12000000,СЕИТОВКА,12630444,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,-1.0,1
2009,Белгородская область,00000000,БЕЛГОРОД,14701000,3,No substance,No substance,"БП, NO2, Ф",1.8,0.6,12.7,31.0,358.0,4
2009,Белгородская область,00000000,ГУБКИН,14730000,1,No substance,No substance,"БП, NO2",7.3,9.5,4.8,8.0,86.0,2
2009,Белгородская область,00000000,СТАРЫЙ ОСКОЛ,14740000,3,No substance,No substance,"БП, NO2,Ф",11.4,2.3,13.6,54.0,220.0,3
2009,Брянская область,15000000,БРЯНСК,15701000,3,No substance,No substance,"ВВ, БП, Ф NO2",2.9,1.1,10.5,29.9,430.0,4
2009,Владимирская область,17000000,ВЛАДИМИР,17701000,3,No substance,No substance,"ВВ, БП, Ф Фенол",0.4,0.4,4.2,20.4,350.0,4
2009,Волгоградская область,18000000,ВОЛГОГРАД,18701000,3,No substance,No substance,"Ф, БП, HF",6.6,3.8,24.8,81.4,1000.0,4+1
2009,Волгоградская область,18000000,ВОЛЖСКИЙ,18710000,3,No substance,No substance,"Ф, БП, NO2, NH3, O3",0.9,3.7,10.0,57.5,317.3,2
2009,Вологодская область,19000000,ВОЛОГДА,19701000,2,No substance,No substance,БП,0.7,0.6,8.1,25.7,286.2,2
2009,Вологодская область,19000000,ЧЕРЕПОВЕЦ,19730000,3,H2S,No substance,"БП, Ф",32.3,29.6,25.7,267.0,307.8,4+5
2009,Воронежская область,20000000,ВОРОНЕЖ,20701000,3,No substance,"42,9 ВВ (ст.7) 24,0 CO (ст.7)","Ф, ВВ, БП, NO2, СО",1.9,2.7,25.5,76.7,924.0,5+1
2009,Еврейская автономная область,99000000,БИРОБИДЖАН,99701000,3,No substance,No substance,"БП, NO2, Ф",4.3,1.7,2.0,5.4,75.5,1
2009,Забайкальский край,76000000,КРАСНОКАМЕНСК,76621101,1,No substance,No substance,БП,5.6,7.4,2.7,1.7,57.0,1
2009,Забайкальский край,76000000,НЕРЧИНСК,76628101,-9,No substance,No substance,NO2,0.2,0.1,0.05,0.5,14.1,1
2009,Забайкальский край,76000000,НОВАЯ ЧАРА,76515000,-9,No substance,No substance,NO2,0.5,0.2,0.2,0.5,4.4,1
2009,Забайкальский край,76000000,ПЕТРОВСК-ЗАБАЙКАЛЬСКИЙ,76715000,4,БП,No substance,БП,0.7,0.4,0.2,0.5,19.5,1
2009,Забайкальский край,76000000,ЧИТА,76701000,4,БП,"29,9 ВВ (ст.3)","NO2, БП, Ф, ВВ",13.1,4.5,7.9,7.7,307.3,5
2009,Ивановская область,24000000,ИВАНОВО,24701000,4,No substance,No substance,"БП, Ф, Фенол",1.8,1.6,14.4,24.0,404.5,2
2009,Ивановская область,24000000,ПРИВОЛЖСК,24620106,1,No substance,No substance,No substance,0.04,0.5,0.1,0.3,17.2,1
2009,Иркутская область,25000000,АНГАРСК,25703000,3,No substance,No substance,"Ф, БП",32.6,95.3,65.7,7.2,241.5,4
2009,Иркутская область,25000000,БАЙКАЛЬСК,25634108,1,No substance,No substance,БП,2.4,1.4,1.0,0.01,14.7,1
2009,Иркутская область,25000000,БИРЮСИНСК,25636105,-9,No substance,No substance,СО,-1.0,-1.0,-1.0,-1.0,9.3,1
2009,Иркутская область,25000000,БРАТСК,25714000,4,БП,"20,0 Ф (ст.7)","Ф, NO2, БП, HF, ВВ",19.4,9.1,8.6,83.6,251.0,6
2009,Иркутская область,25000000,ВИХОРЕВКА,25604103,-9,No substance,No substance,"NO2, ВВ",-1.0,-1.0,-1.0,-1.0,24.5,1
2009,Иркутская область,25000000,ЗИМА,25720000,4,БП,No substance,"Ф, БП, NO2",0.07,0.3,0.1,0.5,34.1,2
2009,Иркутская область,25000000,ИРКУТСК,25701000,4,БП,No substance,"Ф, NO2, БП, ВВ, NO",10.7,25.1,11.0,6.0,579.3,4
2009,Иркутская область,25000000,КУЛТУК,25634162,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,4.2,1
2009,Иркутская область,25000000,ЛИСТВЯНКА,25612160,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,1.8,1
2009,Иркутская область,25000000,МЕГЕТ,25703000,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,8.9,1
2009,Иркутская область,25000000,САЯНСК,25726000,2,No substance,No substance,"БП, Ф",4.5,19.6,3.7,0.1,43.8,1
2009,Иркутская область,25000000,СВИРСК,25746000,-9,No substance,No substance,NO2,1.7,0.2,0.1,0.5,14.3,1
2009,Иркутская область,25000000,СЛЮДЯНКА,25634101,1,No substance,No substance,No substance,0.9,0.5,0.3,1.2,19.0,1
2009,Иркутская область,25000000,ТУЛУН,25732000,-9,No substance,No substance,NO2,3.0,1.1,0.6,1.5,47.3,1
2009,Иркутская область,25000000,УСОЛЬЕ-СИБИРСКОЕ,25736000,3,No substance,No substance,"ВВ, БП, NO2",9.2,19.3,6.1,4.2,85.7,2
2009,Иркутская область,25000000,УСТЬ-ИЛИМСК,25738000,2,No substance,No substance,"БП, NO2",12.2,7.5,5.0,0.9,97.1,3
2009,Иркутская область,25000000,ЧЕРЕМХОВО,25745000,3,No substance,No substance,"БП, NO2",1.9,2.9,0.8,0.9,53.9,2
2009,Иркутская область,25000000,ШЕЛЕХОВ,25655101,3,No substance,No substance,"ВВ, БП, Ф HF",9.2,4.3,1.8,15.8,49.6,2
2009,Калининградская область,27000000,КАЛИНИНГРАД,27701000,3,No substance,No substance,"ВВ, БП, Ф NO2",1.5,2.2,13.2,41.3,420.48,5
2009,Калужская область,29000000,КАЛУГА,29701000,3,No substance,No substance,"БП, NO2,Ф",0.8,0.7,11.3,29.5,341.7,2
2009,Камчатский край,30000000,ЕЛИЗОВО,30607101,2,No substance,No substance,"Ф, NO2",1.0,1.3,2.5,7.9,39.3,1
2009,Камчатский край,30000000,ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ,30701000,3,No substance,No substance,"Ф, NO, БП",1.4,10.5,10.3,22.9,194.1,5
2009,Карачаево-Черкесская Республика,91000000,ЧЕРКЕССК,91701000,1,No substance,No substance,No substance,0.3,0.2,3.0,9.7,117.5,1
2009,Кемеровская область,32000000,КЕМЕРОВО,32701000,3,No substance,No substance,"NO2, БП, Ф, Cажа",9.6,16.8,29.4,53.3,520.6,8
2009,Кемеровская область,32000000,НОВОКУЗНЕЦК,32731000,4,No substance,No substance,"ВВ, NO2, БП, Ф, HF",44.9,40.3,27.0,277.4,563.3,8
2009,Кемеровская область,32000000,ПРОКОПЬЕВСК,32737000,3,No substance,No substance,"NO2, БП, ВВ",10.3,4.1,5.3,24.7,212.0,2
2009,Кировская область,33000000,КИРОВ,33701000,2,No substance,No substance,"БП, Ф",4.3,4.9,17.0,43.1,488.1,5
2009,Кировская область,33000000,КИРОВО-ЧЕПЕЦК,33707000,2,No substance,No substance,"БП, ВВ",3.1,0.7,3.5,10.1,89.3,1
2009,Костромская область,34000000,ВОЛГОРЕЧЕНСК,34706000,1,No substance,No substance,БП,0.009,2.2,11.2,1.1,17.6,1
2009,Костромская область,34000000,КОСТРОМА,34701000,2,No substance,No substance,"БП, Ф",1.9,0.5,7.3,22.9,270.5,4
2009,Краснодарский край,03000000,БЕЛОРЕЧЕНСК,03608101,-9,No substance,No substance,No substance,0.1,1.0,2.9,8.3,61.1,1
2009,Краснодарский край,03000000,КРАСНОДАР,03701000,2,No substance,No substance,"БП, ВВ, Ф",0.6,2.2,26.0,79.4,779.7,3
2009,Краснодарский край,03000000,НОВОРОССИЙСК,03720000,3,No substance,No substance,"БП, ВВ, Ф",3.5,1.0,16.1,24.5,265.6,3
2009,Краснодарский край,03000000,СОЧИ,03726000,1,No substance,No substance,No substance,0.6,1.1,12.6,43.0,420.0,2
2009,Красноярский край,04000000,АЧИНСК,04703000,4,No substance,"21,5 ВВ (ст.2)","БП, ВВ, Ф",30.0,4.7,15.8,14.8,110.3,3
2009,Красноярский край,04000000,КАНСК,04720000,3,No substance,No substance,"БП, NO2",2.4,1.3,2.4,8.3,97.3,2
2009,Красноярский край,04000000,КРАСНОЯРСК,04701000,4,БП,No substance,"БП, ВВ, NO2, Ф",29.4,29.9,41.0,155.7,947.8,8
2009,Красноярский край,04000000,ЛЕСОСИБИРСК,04722000,4,No substance,No substance,"БП, ВВ, Ф, Фенол",3.2,1.1,2.3,11.6,64.16,2
2009,Красноярский край,04000000,МИНУСИНСК,04723000,4,БП,No substance,"БП, Ф",0.5,1.8,3.9,8.9,66.4,1
2009,Красноярский край,04000000,НАЗАРОВО,04726000,3,No substance,No substance,"БП, Ф",19.4,28.9,19.5,7.5,53.23,2
2009,Красноярский край,04000000,НОРИЛЬСК,04729000,4,No substance,No substance,БП,10.8,1920.4,13.5,17.7,206.4,1
2009,Курганская область,37000000,КУРГАН,37701000,4,БП,No substance,"БП, Ф, Cажа",6.4,5.8,6.2,3.4,351.3,5
2009,Курская область,38000000,КУРСК,38701000,3,No substance,No substance,"NO2, Ф, БП",0.5,0.9,10.9,26.5,409.0,5
2009,Ленинградская область,41000000,ВОЛОСОВО,41606101,-9,No substance,No substance,No substance,0.1,0.2,0.08,0.1,11.44,1
2009,Ленинградская область,41000000,ВОЛХОВ,41609101,1,No substance,No substance,No substance,4.5,0.5,0.3,3.3,45.5,1
2009,Ленинградская область,41000000,ВЫБОРГ,41615101,1,No substance,No substance,"ВВ, NO2",0.5,0.5,0.3,0.8,77.77,1
2009,Ленинградская область,41000000,КИНГИСЕПП,41621101,1,No substance,No substance,ВВ,0.3,2.7,0.7,0.4,49.95,1
2009,Ленинградская область,41000000,КИРИШИ,41624101,1,No substance,No substance,БП,0.1,15.5,3.9,1.9,54.77,2
2009,Ленинградская область,41000000,ЛУГА,41633101,1,No substance,No substance,No substance,0.4,1.5,0.2,0.5,38.92,1
2009,Ленинградская область,41000000,СВЕТОГОРСК,41615114,2,No substance,No substance,Ф,0.3,0.08,1.0,1.7,15.21,1
2009,Ленинградская область,41000000,ТИХВИН,41645101,1,No substance,No substance,No substance,0.3,0.1,0.4,2.0,60.8,1
2009,Ленинградская область,41000000,ШЕПЕЛЕВО,41630162,-9,No substance,No substance,O3,-1.0,-1.0,-1.0,-1.0,-1.0,1
2009,Липецкая область,42000000,ЛИПЕЦК,42701000,3,No substance,No substance,"БП, ВВ, Ф, Фенол",24.9,18.8,27.6,282.7,503.0,5+1
2009,Магаданская область,44000000,МАГАДАН,44701000,4,No substance,No substance,"Ф, БП",2.3,2.1,4.5,13.3,106.4,3
2009,Москва,45000000,МОСКВА,45000000,4,No substance,"44,7 Фенол (ст. 20)","БП, NO2, Ф, Фенол",2.1,15.8,273.0,1125.7,10510.0,16+1
2009,Московская область,46000000,ВОСКРЕСЕНСК,46710000,2,No substance,No substance,"БП, NO2, NH3",6.1,0.2,2.0,5.0,91.1,2
2009,Московская область,46000000,ДЗЕРЖИНСКИЙ,46711000,2,No substance,No substance,"БП, NO2",1.5,4.5,16.8,2.7,44.8,1
2009,Московская область,46000000,КЛИН,46737000,2,No substance,No substance,"БП, Ф",0.5,1.0,0.5,1.9,80.9,3
2009,Московская область,46000000,КОЛОМНА,46738000,1,No substance,No substance,"БП, NO2",2.1,0.5,1.8,2.8,148.4,2
2009,Московская область,46000000,МЫТИЩИ,46746000,3,No substance,No substance,"БП, NO2, Ф",3.1,0.3,1.4,3.6,164.3,2
2009,Московская область,46000000,ПОДОЛЬСК,46760000,2,No substance,No substance,"БП, NO2",0.4,0.2,0.7,1.8,182.4,3
2009,Московская область,46000000,ПРИОКСКО-ТЕРРАСНЫЙ БИОСФЕРНЫЙ ЗАПОВЕДНИК,00000000,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,0.8,1
2009,Московская область,46000000,СЕРПУХОВ,46770000,3,No substance,No substance,"БП, NO2, Ф",0.6,0.1,0.6,1.1,123.4,2
2009,Московская область,46000000,ЩЕЛКОВО,46788000,1,No substance,No substance,"БП, NO2",0.2,0.1,0.4,0.7,113.9,2
2009,Московская область,46000000,ЭЛЕКТРОСТАЛЬ,46790000,2,No substance,No substance,"БП, NO2",3.6,0.9,1.9,4.6,146.3,2
2009,Мурманская область,47000000,АПАТИТЫ,47519000,1,No substance,No substance,No substance,4.0,10.1,4.0,4.0,68.3,2
2009,Мурманская область,47000000,ЗАПОЛЯРНЫЙ,47515000,1,No substance,No substance,SO2,4.1,45.8,1.1,2.7,19.1,2
2009,Мурманская область,47000000,КАНДАЛАКША,47608101,1,No substance,No substance,No substance,1.5,5.8,1.7,15.7,44.6,2
2009,Мурманская область,47000000,КИРОВСК,47522000,1,No substance,No substance,No substance,3.1,6.6,2.6,3.0,38.3,1
2009,Мурманская область,47000000,КОЛА,47605101,1,No substance,No substance,No substance,0.4,2.1,1.3,4.2,11.2,1
2009,Мурманская область,47000000,МОНЧЕГОРСК,47524000,3,No substance,No substance,"БП, Ф",4.8,34.6,1.5,5.1,56.2,2
2009,Мурманская область,47000000,МУРМАНСК,47701000,1,No substance,No substance,No substance,1.1,27.4,9.1,22.9,366.2,6
2009,Мурманская область,47000000,НИКЕЛЬ,47515000,1,SO2,No substance,"SO2, Ф",2.2,53.8,0.9,2.6,15.0,3
2009,Мурманская область,47000000,ОЛЕНЕГОРСК,47526000,1,No substance,No substance,No substance,3.7,4.4,1.95,2.2,38.0,1
2009,Нижегородская область,22000000,АРЗАМАС,22703000,3,No substance,No substance,"БП, ВВ, NO2, Ф",0.3,0.2,2.9,7.4,106.0,2
2009,Нижегородская область,22000000,ДЗЕРЖИНСК,22721000,3,No substance,34 Фенол (ст.1),"БП, Ф, NH3, Фенол, NO2",0.6,1.6,10.2,17.4,248.0,3
2009,Нижегородская область,22000000,ЗЕЛЕНЫЙ ГОРОД,22701000,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,2.1,1
2009,Нижегородская область,22000000,КСТОВО,22537000,2,No substance,No substance,БП,0.4,8.8,7.9,13.6,66.0,2
2009,Нижегородская область,22000000,НИЖНИЙ НОВГОРОД,22701000,2,No substance,No substance,"БП, NO2, Ф",2.0,11.3,45.3,106.1,1275.0,12
2009,Нижегородская область,22000000,ПОС. ВОСТОЧНЫЙ,22701000,3,No substance,21 Фенол (ст.3),"ВВ, NO2, NH3, Фенол, Ф",-1.0,-1.0,-1.0,-1.0,-1.0,1
2009,Новгородская область,49000000,БОРОВИЧИ,49606101,1,No substance,No substance,No substance,1.8,0.3,2.4,6.3,55.8,1
